-20.0    1000.00     2.4755707e-17
-20.0    1010.00     2.4755706e-17
-20.0    1020.00     2.4755706e-17
-20.0    1030.00     2.4755706e-17
-20.0    1040.00     2.4755706e-17
-20.0    1050.00     2.4755705e-17
-20.0    1060.00     2.4755705e-17
-20.0    1070.00     2.4755705e-17
-20.0    1080.00     2.4755704e-17
-20.0    1090.00     2.4755704e-17
-20.0    1100.00     2.4755704e-17
-20.0    1110.00     2.4755703e-17
-20.0    1120.00     2.4755703e-17
-20.0    1130.00     2.4755703e-17
-20.0    1140.00     2.4755703e-17
-20.0    1150.00     2.4755702e-17
-20.0    1160.00     2.4755702e-17
-20.0    1170.00     2.4755702e-17
-20.0    1180.00     2.4755701e-17
-20.0    1190.00     2.4755701e-17
-20.0    1200.00     2.4755701e-17
-20.0    1210.00     2.4755700e-17
-20.0    1220.00     2.4755700e-17
-20.0    1230.00     2.4755700e-17
-20.0    1240.00     2.4755699e-17
-20.0    1250.00     2.4755699e-17
-20.0    1260.00     2.4755699e-17
-20.0    1270.00     2.4755699e-17
-20.0    1280.00     2.4755698e-17
-20.0    1290.00     2.4755698e-17
-20.0    1300.00     2.4755698e-17
-20.0    1310.00     2.4755697e-17
-20.0    1320.00     2.4755697e-17
-20.0    1330.00     2.4755697e-17
-20.0    1340.00     2.4755696e-17
-20.0    1350.00     2.4755696e-17
-20.0    1360.00     2.4755696e-17
-20.0    1370.00     2.4755696e-17
-20.0    1380.00     2.4755695e-17
-20.0    1390.00     2.4755695e-17
-20.0    1400.00     2.4755695e-17
-20.0    1410.00     2.4755694e-17
-20.0    1420.00     2.4755694e-17
-20.0    1430.00     2.4755694e-17
-20.0    1440.00     2.4755693e-17
-20.0    1450.00     2.4755693e-17
-20.0    1460.00     2.4755693e-17
-20.0    1470.00     2.4755692e-17
-20.0    1480.00     2.4755692e-17
-20.0    1490.00     2.4755692e-17
-20.0    1500.00     2.4755692e-17
-20.0    1510.00     2.4755691e-17
-20.0    1520.00     2.4755691e-17
-20.0    1530.00     2.4755691e-17
-20.0    1540.00     2.4755690e-17
-20.0    1550.00     2.4755690e-17
-20.0    1560.00     2.4755690e-17
-20.0    1570.00     2.4755689e-17
-20.0    1580.00     2.4755689e-17
-20.0    1590.00     2.4755689e-17
-20.0    1600.00     2.4755689e-17
-20.0    1610.00     2.4755688e-17
-20.0    1620.00     2.4755688e-17
-20.0    1630.00     2.4755688e-17
-20.0    1640.00     2.4755687e-17
-20.0    1650.00     2.4755687e-17
-20.0    1660.00     2.4755687e-17
-20.0    1670.00     2.4755686e-17
-20.0    1680.00     2.4755686e-17
-20.0    1690.00     2.4755686e-17
-20.0    1700.00     2.4755685e-17
-20.0    1710.00     2.4755685e-17
-20.0    1720.00     2.4755685e-17
-20.0    1730.00     2.4755685e-17
-20.0    1740.00     2.4755684e-17
-20.0    1750.00     2.4755684e-17
-20.0    1760.00     2.4755684e-17
-20.0    1770.00     2.4755683e-17
-20.0    1780.00     2.4755683e-17
-20.0    1790.00     2.4755683e-17
-20.0    1800.00     2.4755682e-17
-20.0    1810.00     2.4755682e-17
-20.0    1820.00     2.4755682e-17
-20.0    1830.00     2.4755682e-17
-20.0    1840.00     2.4755681e-17
-20.0    1850.00     2.4755681e-17
-20.0    1860.00     2.4755681e-17
-20.0    1870.00     2.4755680e-17
-20.0    1880.00     2.4755680e-17
-20.0    1890.00     2.4755680e-17
-20.0    1900.00     2.4755679e-17
-20.0    1910.00     2.4755679e-17
-20.0    1920.00     2.4755679e-17
-20.0    1930.00     2.4755679e-17
-20.0    1940.00     2.4755678e-17
-20.0    1950.00     2.4755678e-17
-20.0    1960.00     2.4755678e-17
-20.0    1970.00     2.4755677e-17
-20.0    1980.00     2.4755677e-17
-20.0    1990.00     2.4755677e-17
-20.0    2000.00     2.4755676e-17
-20.0    2010.00     2.4755676e-17
-20.0    2020.00     2.4755676e-17
-20.0    2030.00     2.4755675e-17
-20.0    2040.00     2.4755675e-17
-20.0    2050.00     2.4755675e-17
-20.0    2060.00     2.4755675e-17
-20.0    2070.00     2.4755674e-17
-20.0    2080.00     2.4755674e-17
-20.0    2090.00     2.4755674e-17
-20.0    2100.00     2.4755673e-17
-20.0    2110.00     2.4755673e-17
-20.0    2120.00     2.4755673e-17
-20.0    2130.00     2.4755672e-17
-20.0    2140.00     2.4755672e-17
-20.0    2150.00     2.4755672e-17
-20.0    2160.00     2.4755672e-17
-20.0    2170.00     2.4755671e-17
-20.0    2180.00     2.4755671e-17
-20.0    2190.00     2.4755671e-17
-20.0    2200.00     2.4755670e-17
-20.0    2210.00     2.4755670e-17
-20.0    2220.00     2.4755670e-17
-20.0    2230.00     2.4755669e-17
-20.0    2240.00     2.4755669e-17
-20.0    2250.00     2.4755669e-17
-20.0    2260.00     2.4755668e-17
-20.0    2270.00     2.4755668e-17
-20.0    2280.00     2.4755668e-17
-20.0    2290.00     2.4755668e-17
-20.0    2300.00     2.4755667e-17
-20.0    2310.00     2.4755667e-17
-20.0    2320.00     2.4755667e-17
-20.0    2330.00     2.4755666e-17
-20.0    2340.00     2.4755666e-17
-20.0    2350.00     2.4755666e-17
-20.0    2360.00     2.4755665e-17
-20.0    2370.00     2.4755665e-17
-20.0    2380.00     2.4755665e-17
-20.0    2390.00     2.4755665e-17
-20.0    2400.00     2.4755664e-17
-20.0    2410.00     2.4755664e-17
-20.0    2420.00     2.4755664e-17
-20.0    2430.00     2.4755663e-17
-20.0    2440.00     2.4755663e-17
-20.0    2450.00     2.4755663e-17
-20.0    2460.00     2.4755662e-17
-20.0    2470.00     2.4755662e-17
-20.0    2480.00     2.4755662e-17
-20.0    2490.00     2.4755661e-17
-20.0    2500.00     2.4755661e-17
-20.0    2510.00     2.4755661e-17
-20.0    2520.00     2.4755661e-17
-20.0    2530.00     2.4755660e-17
-20.0    2540.00     2.4755660e-17
-20.0    2550.00     2.4755660e-17
-20.0    2560.00     2.4755659e-17
-20.0    2570.00     2.4755659e-17
-20.0    2580.00     2.4755659e-17
-20.0    2590.00     2.4755658e-17
-20.0    2600.00     2.4755658e-17
-20.0    2610.00     2.4755658e-17
-20.0    2620.00     2.4755658e-17
-20.0    2630.00     2.4755657e-17
-20.0    2640.00     2.4755657e-17
-20.0    2650.00     2.4755657e-17
-20.0    2660.00     2.4755656e-17
-20.0    2670.00     2.4755656e-17
-20.0    2680.00     2.4755656e-17
-20.0    2690.00     2.4755655e-17
-20.0    2700.00     2.4755655e-17
-20.0    2710.00     2.4755655e-17
-20.0    2720.00     2.4755654e-17
-20.0    2730.00     2.4755654e-17
-20.0    2740.00     2.4755654e-17
-20.0    2750.00     2.4755654e-17
-20.0    2760.00     2.4755653e-17
-20.0    2770.00     2.4755653e-17
-20.0    2780.00     2.4755653e-17
-20.0    2790.00     2.4755652e-17
